,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_heartrate,max_heartrate,elev_high,elev_low,upload_id_str,average_cadence
28,2,W3D4: 30 minute Tempo Run,4790.3,1680,1923,26.0,Run,Run,0.0,11608588666,2024-06-09T05:20:51Z,2024-06-09T15:20:51Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,2,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909470569342375, 151.11091383732855]","[-33.90727702528238, 151.1091649532318]",2.851,4.038,True,False,True,12388709561.0,3aa7dbc6-bc18-4ab5-9ade-0759f8c2f45f.fit,False,0,0,False,94091899,1,a11608588666,pd~mEqfiy[NMRCb@SNKLOS?OOc@kBKWWe@]e@Qk@g@UIm@Vg@FWXa@NKRA`@_Ap@gAFUJSjJyJRe@j@w@j@o@RMFUJgAFWb@WT?NQXg@Pk@BU@WIaBAsCIaA]{@CUe@{@GSIaACiABWHUZe@LU`@[@UGU@WVyAZeAAYDY@o@LwBRsBDYJUNo@AWNmABo@f@@h@TTD~@VGPSLMNUh@[pC?t@IfAMjAMn@MrBJN@VGPIl@Br@Cr@GXCZ@ZGr@ITH~CKN}Cj@GYHSPJVh@AT?XDVD`BAlAFhAAVKn@Yj@[^U@OFSPGTOfAMT]`@c@\k@n@KRCVe@r@UFQHEXa@RMLc@XGTk@l@SLw@bASNORSNGTm@jAIV_@z@SJUAc@a@SEKSi@EQIm@Mk@CUES@}@^q@r@Yh@o@rAk@tAKNm@pAe@z@qAzC[h@ORo@l@g@\c@TUDc@VS?k@HkCp@aBl@g@JSJSNf@zBTh@Pl@`AtCb@xAPSf@U,2,159.2,181.0,9.8,1.0,12388709561,81.6
29,2,W3D3: 30 minute recovery,3624.1,1522,1808,2.0,Run,Run,0.0,11593143526,2024-06-07T05:00:10Z,2024-06-07T15:00:10Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,[],[],2.381,4.59,True,False,True,12372779594.0,bfea3010-4b63-41b6-9b13-c7fb9777edc2.fit,False,0,0,False,94091899,1,a11593143526,,2,135.5,146.0,36.0,33.6,12372779594,78.4
30,2,W3D2: 30 min speed run,2776.4,975,1705,25.0,Run,Run,0.0,11575899187,2024-06-05T00:04:39Z,2024-06-05T10:04:39Z,(GMT+10:00) Australia/Sydney,36000.0,,,,3,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90950929373503, 151.11065492033958]","[-33.91262576915324, 151.11780057661235]",2.848,4.308,True,False,True,12355095458.0,99ffbc48-cf57-4dc0-9ce6-b465ff59b86a.fit,False,2,0,False,94091899,1,a11575899187,`d~mEefiy[x@_@r@a@Y_@k@kB_@}@[c@IUMS_@YCWBW\{@qDgCi@AUDi@Re@Z[\o@rAY`@EVMNSd@MPmApCwCvFgAt@mAh@g@Le@FeHtBa@Pg@NmAl@OLQHOJkEbGKVUbAy@dBQd@oEGCW?u@PuFHmALORJPGxIh@NG\]X_@Xe@`@[lAq@~GaCv@Id@Mf@Ef@Od@QPK|DsEb@}@^_AZi@z@qBpDuF|@WTCz@JVFb@RVBPLPNRFLJb@JRHTCTGt@]nDyD[\c@^_@d@OJk@t@SNg@sAb@{@Zc@`@a@,2,147.0,177.0,11.4,2.4,12355095458,81.2
31,2,W3D1: 15 min recovery,2478.3,903,906,10.0,Run,Run,0.0,11560398773,2024-06-03T02:05:30Z,2024-06-03T12:05:30Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90966083854437, 151.1102432012558]","[-33.90796576626599, 151.1121378466487]",2.744,3.775,True,False,True,12339168037.0,649fce8b-3c6c-4329-99f3-c37e57ab37f7.fit,False,0,0,False,94091899,1,a11560398773,lb~mEieiy[PGPMt@a@PGv@a@SKOOEYQk@Mm@}@_BIUIQa@UAWEULSVi@Nk@i@m@SGg@KQIk@Ee@ASCe@Dw@\{@`Aa@z@MNUd@Yz@mAnCQREVMNGTeAzBIR]`@eAx@g@XcBj@i@D{@Nc@PU@y@VoBx@OJDZHTZ|ApAjDj@nBJP`@YTGb@[f@QnBcAd@SR?f@KTBJPPJ\~@Nj@`@Ox@a@~@o@POb@Kr@c@v@[ISKk@Wm@,2,144.4,154.0,11.6,2.6,12339168037,80.4
32,2,W2D5: 30 min speed run,2298.7,1201,1696,9.0,Run,Run,0.0,11544616336,2024-06-01T05:57:28Z,2024-06-01T15:57:28Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,[],[],1.914,3.954,True,False,True,12322886631.0,5b27c72d-7fed-4094-9e42-3668d52b9add.fit,False,0,0,False,94091899,1,a11544616336,,2,137.3,161.0,35.6,29.8,12322886631,79.9
33,2,W2D4: 4 Mile Run,6427.9,2428,2510,46.0,Run,Run,0.0,11522037553,2024-05-29T03:31:10Z,2024-05-29T13:31:10Z,(GMT+10:00) Australia/Sydney,36000.0,,,,3,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909478867426515, 151.1107942275703]","[-33.90957056544721, 151.11064461059868]",2.647,5.737,True,False,True,12299638104.0,945d5f66-4fa7-4fea-b723-e7dcdcbc5df6.fit,False,0,0,False,94091899,1,a11522037553,dd~mEqfiy[lAi@b@WSGSKi@oBUe@k@}@GUMSSKMSGYXi@b@_Ah@KHWd@{@v@mBdCyBXc@r@i@JSPKZa@RKLUNMXV?i@BQPi@n@u@bAaAHUFm@?WFYNKRGRCNOXi@Ri@DY@UGiBGkEq@qBe@w@MkABs@Jo@JSZa@`@_@JWIY@WHo@HU@WTaADo@?WNkCNiAHiAHQBYHSDULmA?q@DWRe@rAiBFSFq@EUFq@FWFQLODUBs@AWQaACWu@aDQi@KMSGMSKm@MQ}CyCUIk@?QIISDU\a@PMRCPGJQRO\`@zCtCX^j@p@d@z@\~@T`An@pBZ~ABTXh@FTDr@AXGp@Mf@Ir@Mf@a@v@{@tBMLOPOIsBe@ONCTQj@CTW|AKf@]|DKrCc@pBIj@ATDn@KNs@n@IPOn@Ep@FhABVh@r@h@nBFpB?TDp@@hADl@El@IVSh@[d@OFQ@QFMNU|AKRk@l@OLk@p@KPUn@]b@QL[`@_@Vk@h@IPs@d@k@r@mAlAi@nAMPg@lAORe@HIRi@hACRFV`@V^z@LLb@z@l@zBPHKRSHmCzAw@\_@^g@To@d@FTDdBPvALfBXrCJp@@r@ZhDRBRGb@Wz@[hAm@RGMo@k@kB,2,162.6,175.0,14.8,1.4,12299638104,79.0
34,2,W2D3: 35 min recovery run,4471.1,2114,2358,34.0,Run,Run,0.0,11506358914,2024-05-27T02:11:20Z,2024-05-27T12:11:20Z,(GMT+10:00) Australia/Sydney,36000.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90956109389663, 151.1103618890047]","[-33.909495547413826, 151.11214597709477]",2.115,4.41,True,False,True,12283468679.0,b861d870-abba-4ddd-b9db-21d659af3d99.fit,False,0,0,False,94091899,1,a11506358914,vb~mEkeiy[~CeBOGQOk@kBUg@We@MMSk@MOQGKW?Wx@cBRCRIn@oANU\cAJO^Wl@k@j@q@Zc@NGPMLQTc@`@a@TCVa@PJFCJSBUNQ`@_Aj@w@r@o@Jo@Fm@JQLMf@Od@y@Nm@Fm@GeACsCG_BKSUaAk@y@EUGo@Aq@Do@Ni@LQn@k@FSEo@ZqBTcAJmCZkDLk@R}AFUDo@JOBWPIxBj@AVa@\[rAKjAGVM~AEn@a@nDAVBTHP@XKzAAn@U~AK|AJlCETOFi@F_B`@IUHUNLLl@Fn@LhFAj@Gj@_@~@OPSHSDOHMPMdAIVwAtAi@t@GTCv@QKIFCTe@HFYLQMNLAUBm@b@t@g@JAU?SNFRVN?VOPMJU@u@XU@GVe@p@k@h@[^OHONKRGn@_@\w@~AQDQAMNKPQf@Ub@Nh@`@TRd@n@fAJRb@hBLNPDAT,2,138.2,158.0,17.0,2.0,12283468679,73.0
35,2,W2D2: pyramid speed interval,2564.0,840,1152,14.0,Run,Run,0.0,11490170656,2024-05-25T02:23:05Z,2024-05-25T12:23:05Z,(GMT+10:00) Australia/Sydney,36000.0,,,,4,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909558495506644, 151.11045928671956]","[-33.908209847286344, 151.11486800014973]",3.052,5.05,True,False,True,12266728256.0,ee4bfe22-1001-41b9-ba43-8b7c8a2b0c64.fit,False,1,0,False,94091899,1,a11490170656,|b~mE{eiy[RGvAu@REROOOQKg@oB{@{AQi@SIQOGW@Wl@mAHWMQOI_@a@i@Ec@MSEuDp@[b@Yf@o@`Bu@xAITu@nAWl@mD`GSNw@d@}@RUBW@e@FgCp@SJoAb@u@Zi@NaBv@wExFa@`A[fAc@~@Ul@MRITEXOLQBS?SCIRQIi@ISKOQSk@AWLgD?YBYHgB?YBULOPAxIj@PFNK`@c@h@y@\[`@WlAk@d@MTMhA]pBu@b@MTC|@QxFmCr@sA`@_A,2,149.5,179.0,10.4,1.2,12266728256,82.8
36,2,W2D1: 15 minute recovery,2333.3,904,908,12.0,Run,Run,0.0,11482894807,2024-05-23T00:12:24Z,2024-05-23T10:12:24Z,(GMT+10:00) Australia/Sydney,36000.0,,,,1,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90952597372234, 151.11054310575128]","[-33.90944441780448, 151.11120636574924]",2.581,4.393,True,False,True,12259221463.0,e977db03-b1e6-4fa5-b4ca-4e7d88817577.fit,False,0,0,False,94091899,1,a11482894807,hc~mEyeiy[NKhAm@PEPKGUQOMk@YaAa@y@[a@Qi@a@SGWESx@cBESKQQKOSe@Cc@QUEg@Eg@?UBw@Ze@\Y^q@lAs@dBMPg@nAaChFWd@a@b@NOZe@LWXe@FUVa@X_AXe@p@cBpBiEj@s@^[x@Yf@C|@DRFPLd@H`@T`@XFTw@`BATFR`@V\x@LN`@v@f@jBJRRDETw@\,2,146.9,155.0,11.4,4.0,12259221463,79.8
37,2,W1D5: 5km Run,5016.9,1871,1884,35.0,Run,Run,0.0,11460058494,2024-05-21T01:05:11Z,2024-05-21T11:05:11Z,(GMT+10:00) Australia/Sydney,36000.0,,,,4,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909565368667245, 151.1105817463249]","[-33.90920360572636, 151.1160545423627]",2.681,3.406,True,False,True,12235754868.0,c84c1467-b604-4cc3-8a7a-281b008af67c.fit,False,0,0,False,94091899,1,a11460058494,|c~mEgfiy[PQt@[PCRKGSQMg@kBk@iAOOQi@m@e@CWDYt@eBQKKOa@WSGSAi@S_AASC}@Pe@V]^g@x@KVU`@ERa@v@GRmAhCc@x@]|@Yd@Qh@g@t@QJ[^u@b@e@Nc@Re@NU@g@Je@Dg@LoA`@s@Ze@NQBQLQBSFQFOLyAt@QNe@r@}@hAc@XW`@s@bBKh@ITm@hA]bAMj@OH}@EKRoAMQGIWISCk@PsHDS?UBUHSrAF|@HR?PCpAFb@DR?z@NRJLS\c@d@{@LOPMTIdAo@PGf@C?UOMg@Eg@UIm@QOw@]AW?eBLwBAUBWCo@PuBISSFuBK_@WCUQIMMWk@QLMNc@z@Sf@KNWf@SFq@e@q@m@[]IQAUDWt@kBjAwB`AyBNQFSNSFUXi@JONMTKRCtAmCPk@NQHUNShA`@NNDTHPd@OR@rDWbD@xBKf@?TCPBpAKd@?RGh@?f@Wl@o@rBkB`@YREPMTFh@r@nArBJTXb@,2,154.1,163.0,19.4,2.0,12235754868,81.1
38,2,W1D4: Fartlek,4301.1,1560,1653,23.0,Run,Run,0.0,11444311913,2024-05-19T07:01:20Z,2024-05-19T17:01:20Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.9094674680382, 151.11102984286845]","[-33.9082985278219, 151.11291082575917]",2.757,4.04,True,False,True,12219511890.0,c00588af-8de3-4a0d-be05-5e91c34172e3.fit,False,0,0,False,94091899,1,a11444311913,td~mEufiy[TGdAk@IQOM[{@Oo@Ua@Ui@OQOi@c@WISAWv@cBEU_@[QKUMg@OaAMS@e@ESBgEpFu@fBYj@Qh@sAdCQh@o@dAcAv@s@\yAf@qCb@iA^c@RkA`@c@Vi@Ng@R{A~@MN_@x@o@l@QJe@r@s@fBKj@kAhCOl@KPQFS?g@CUh@i@?QEQHSDe@VONQHA\Z`AVKRHR?f@FzAZNJLNRd@FR@TCl@Dn@AT?THj@Aj@Dn@Cl@HTZ|A`@vAPf@Rb@NLPCv@i@PCf@RTBTGRDTCP@h@Hz@Td@HbEGd@Cv@@`A?fAGTBRGJQUk@iCuDoBaCkBmCuAcBs@iAQQEWb@[j@SNMh@Ud@YzAq@PMd@QxEcCjB{@RMPQRCfAk@d@Q`DaBLKEUBWISKk@eAqC,2,143.6,153.0,17.2,2.8,12219511890,82.0
39,2,W1D3: 25 minute recovery run,3930.5,1506,1607,26.0,Run,Run,0.0,11429227804,2024-05-17T05:37:01Z,2024-05-17T15:37:01Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90971071086824, 151.1104533355683]","[-33.91166671179235, 151.11187113448977]",2.61,3.576,True,False,True,12203934878.0,18b37aa9-608f-4e32-97d5-a76ae1942da8.fit,False,0,0,False,94091899,1,a11429227804,xc~mEefiy[r@a@PEt@]a@Uo@_Cc@w@MMQi@MQSMOQEYHSx@cBR@NMHWJSXa@|@cB~@y@Xe@~AgBd@w@HWNMPEZc@LHL@JORg@Ve@fBqBJk@Du@b@WPCPQVe@XcABU?k@IqBCsBIq@g@yAg@w@GW@YIo@HiAFUXi@n@i@DWCk@B[DYXcA@UDSH}BFgALo@DiAFSLcANo@@UBWTi@BWTIf@Jh@LNHRBPFKPQLOPOj@Q`AKxACv@Q`B?TKn@IVGbAAVPj@UdA@dAEp@Ij@?r@Gl@@zBLl@PFATQdAHl@Ap@IPXtAJPNNPFW~@CXOn@_@jEQj@e@rAIRu@hAk@l@Y`@e@ZKT]\OH@~AJl@Bl@JXHj@NXDVRl@Xl@ZtALVLn@BTLTDTJTHVKFSHy@LORIRg@RSNkAj@,2,147.4,169.0,14.8,2.6,12203934878,80.9
40,2,W1D2: 8x1 minute intervals @ 5k pace,4423.5,1535,1766,33.0,Run,Run,0.0,11414897383,2024-05-15T07:03:50Z,2024-05-15T17:03:50Z,(GMT+10:00) Australia/Sydney,36000.0,,,,2,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90937635675073, 151.11151850782335]","[-33.90975513495505, 151.1103602964431]",2.882,5.844,True,False,True,12189218914.0,7c87daf6-be8e-4a3e-8677-4da389695acf.fit,False,1,0,False,94091899,1,a11414897383,re~mEggiy[x@]ISOMSg@a@uAUi@Y_@Qi@a@WKQ?UZ}@Tg@NMTELQTe@f@w@BUt@cAl@q@RIHQ\a@Ze@`@ULSHSNMHQNQR?LSRAPBh@?LUNOTk@p@uAb@sCHaB?YFULQPOCUUDCTEr@GVUh@Ft@NWPMNGR@\e@Xo@DSFm@IkD?eACWCo@e@sAg@y@ISKo@CaALo@Pi@d@_@X]Cy@FWLkATeANgBLwCHm@X_BHu@DU?[Jk@?[HUf@NRBzAb@MRQPKT[bAMxACdAEV?VKbA?TEXKRCTCp@DhACX?TGTAX?VDV?ZCTIT?l@QhA?bAHfAETONSHcBb@SDQMJOPHNr@DXDxCJvBIn@KRCXKP[Zg@HQNKXShAMRMJKRc@\_@b@Yd@Mj@OPq@j@e@Xy@TQPETa@XOTKVORe@ZMPi@vAOTKZc@bAMRSJS@OPm@pACXFR`@ZRh@Xb@d@z@h@rB`@Vc@Z}Aj@,2,156.5,179.0,72.6,1.4,12189218914,81.5
41,2,W1D1: 15 minute recovery run,2290.1,906,986,45.0,Run,Run,0.0,11397825273,2024-05-13T03:59:37Z,2024-05-13T13:59:37Z,(GMT+10:00) Australia/Sydney,36000.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g16756291,"[-33.90949051827192, 151.11050681211054]","[-33.91551232896745, 151.10411619767547]",2.528,3.028,False,False,False,12171675604.0,bf4ade92-ee0d-45ff-b035-4ea8e4d0f9ad.fit,False,0,0,False,94091899,1,a11397825273,|b~mEweiy[RKd@[xBcAf@@RBTf@NP|@|BNMx@_@RGr@e@jAi@RDR?NPRj@?RNl@j@fBLj@`AtCBXCXIRy@ZQL{Ap@a@VSFa@TETFTHT`@zAHRRJDn@l@~BHTv@YNKRGRFNLbC|Hn@rBDT\~@`@tADVD~ARDtDKnA?f@Bv@GlAAf@QGPc@XQB}@Dy@Ag@@,2,,,42.6,4.0,12171675604,79.8
42,2,HOKA 10KM = BEASTED,10058.1,3138,3303,127.0,Run,Run,0.0,11333227713,2024-05-04T20:24:49Z,2024-05-05T06:24:49Z,(GMT+10:00) Australia/Sydney,36000.0,,,,5,4,0,62,0,False,False,False,False,everyone,False,g16756291,"[-33.86307933367789, 151.21185751631856]","[-33.87016170658171, 151.21261498890817]",3.205,4.562,True,False,True,12105175877.0,a1e0d8da-032b-4625-b402-a81e2594902e.fit,False,5,1,False,94091899,1,a11333227713,p{tmEmy|y[g@_@SKa@OaAKSDYBe@TMJ]d@Kp@OvBBZCnAMhACp@GVAp@@\GVEpCEj@MjEMhACbB@t@Cn@Ir@DhBoGlF~@HPJAp@DVPf@NJh@NTAb@SNSRi@AYCUGW]_@SI{@Ow@U{@No@m@aBi@S?OLGTCr@Ej@ETAXUnAITMTOJKhA?n@IjA?ZYh@]`@c@v@QHSB{@UWCmA\c@RQDQEMOAUBYNm@l@uABYRm@?qAEeAEW@WCy@W{Ay@_Bg@w@]e@OMYg@KOg@{@{@eAEUKS]g@KUMMKSa@QoASsAMIUG[AW@WDUZcAp@qAJYz@a@n@ONId@KPBPJNRW@SKg@BeBp@a@XWd@Sj@EXMVEV@X\d@P@f@HRJf@JT@PH\Z\^d@x@`AfAx@Rd@Fn@bALlAxAvBf@`ARLj@JRJHTJjBCVD`CAhAj@@NDj@GRCVsCHUTK\sAFk@?WDm@JeAJSTER?f@Lv@Z`@VNNRHFSTKR@h@NTDPJj@Lb@\Vl@@TCr@Wf@MNg@Rc@FUIOMMQQIKqATi@JOj@qBfB}ENCQE@Y?WHU?aBPiECq@FeAFY@m@AWDUBcAHiABeCDm@AUNqCDoBXkBRg@^a@`@STCV@RFl@DnAh@b@^Vh@X~@LNRHf@FPFV?z@NR@REz@JTFh@DVDRCf@FRANFh@D~@Df@Jj@H|AH|@JR?NLPBPCT@TCV@RFPBR?VEV?h@FV@VBh@@RBj@?NGRgALSLOPOh@u@FaBEUu@mAOQ[i@sAqBUe@w@gCKQEU]gAWg@q@g@k@q@g@c@_CoBuByASKUCc@WeBiAQOSIi@y@o@m@cAu@w@e@SOOQe@Wi@w@oAwAs@i@_AYgBYOIk@Eg@IQI_AUqAQcASg@GQ@WES@_ACUGMQ?YNSPGRAvBNtAEb@Gf@ONOx@a@RGf@Ah@JPJLPRh@Xf@\~@b@v@RNn@b@RBh@XRD`@RTBf@Nr@b@l@l@bAx@rAv@d@RPDd@T^ZlAvBl@p@JRXbAVh@b@\`@VxAnANPb@Zr@r@v@|@Rf@v@jCl@nALPPh@j@r@dAbBPPHPPNJRRNFVGVA\HRPJPBnA@n@FTHh@BVDVBNDj@FT?l@FDTWKWBk@Gg@?eBM}@QS@,2,172.7,196.0,42.0,2.6,12105175877,83.7
43,2,SOOLLOOOO GLIZZZZZ (inspired by my friend Brian),16009.8,6188,6384,128.0,Run,Run,0.0,11280736493,2024-04-28T06:09:37Z,2024-04-28T16:09:37Z,(GMT+10:00) Australia/Sydney,36000.0,,,,21,3,2,1,0,False,False,False,False,everyone,False,g16756291,"[-33.9095589146018, 151.11042894423008]","[-33.91404918394983, 151.10262455418706]",2.587,3.914,True,False,True,12051252258.0,ae0c5509-e22e-424e-9f7b-f22ed6a29e24.fit,False,0,0,False,94091899,1,a11280736493,~b~mEueiy[|K_GfG{CHSGq@Wk@QIOeAGoEBY`@[dAuA~@}@Za@`@{@^cATaATqCp@qDk@w@UaAFu@G{AJi@[{ACgA?m@ZeD@_BHq@@WGo@L{BTwA@u@Hm@NkCVeAhAkAbByDXaANeAHk@Aq@Em@g@sA]qB{AuEo@kAuFwFXg@|AqAb@aANO?WGU_AyA_@}@Kk@@m@^}@h@w@^}@POZeAdAuBTwAXc@hD}Ah@I`@Lz@|@tD|Bt@fAdAjENTh@n@fAp@~AVnA@jAKtA{@dA}A^wAReBx@aEjAqCnAkEFu@AwCRcAQi@[oGiAyHe@qAo@g@i@s@_AsBIeABm@^cA`@{AhAkAzAuBnAe@PSHgBl@uA_@iCHo@So@Is@J}B[cACUJgANi@rAgB|@ApAWbA_ATGx@EbDD\^Vh@XrBl@l@r@^f@v@n@zBN|AU~DWxAU`@wAt@Mf@MbAAhCGVFjAl@nBP|AAn@_@tA@V@k@V_AHk@c@mCWcAAeFOOSAyBDKUCw@OaAqCwOe@uBcAyFg@uDSi@a@_@e@MGTt@`@?T{@|@e@z@i@r@iAhCe@n@e@pAe@p@EXNNb@FFVH~ATpCVbB?dAGj@W~@c@x@a@`@Qj@{AxA}BxDUj@KhAe@pB@dADT^\Vl@x@bAt@d@x@`A`@|@DVBdA\v@Ll@?Tc@t@EVLl@Rd@@Vl@n@~AXNd@NHW|AD|AClAOfAqAdEs@`Bm@hCo@|Dk@hB}@`AuAv@_BF{BQsAs@o@q@e@uAWiAg@uAe@y@uAaAkB_Am@q@e@U}@R{CzAWf@Y~A{@|A[`AmAnBs@lBFl@`@tAbAtANj@c@z@mCrCDR`DzCrBpCjAfD|@fE^v@HfAEp@i@tCwBjEq@n@i@lBE|BKh@g@nFNhAKdAAdAOj@SvCJ`CDTNL@TGhABfAKp@`@zA^Z?Vk@xBWbDOdASd@cAtByDhENfDZtAAj@Pj@PNDZYh@aAt@uHdEa@VATHp@r@bCClAFXdBtFl@bCTb@Lh@LNFV?XjAvDThA`@z@`@fBUj@w@\IP`E|MJN|@DlAQr@EvKIITS@uKXe@MqABaAHOJBn@zAxET|@pDL}@E,2,158.5,176.0,40.0,-0.8,12051252258,81.2
44,2,First Solo in a minute,8021.4,2826,2857,59.0,Run,Run,0.0,11259349379,2024-04-25T07:27:28Z,2024-04-25T17:27:28Z,(GMT+10:00) Australia/Sydney,36000.0,,,,9,1,1,1,0,False,False,False,False,everyone,False,g16756291,"[-33.909760331735015, 151.11094158142805]","[-33.91394608654082, 151.11566017381847]",2.838,5.17,True,False,True,12028937621.0,64b744f2-c57d-4519-b461-e652be640444.fit,False,8,0,False,94091899,1,a11259349379,te~mEegiy[t@]r@a@PGtAy@hDiBr@[~CaBHQDq@CWa@[K_@Is@Au@GSEk@EoADW\]PMn@s@Xe@`@_@h@w@d@aARk@Nk@XwBJoA`@qBJUISQQKSQm@Kq@DS@[EiAFYDq@MMGUGm@EcBHo@Bs@PeBAm@Jo@@W@UKQGUHm@Fq@Nq@Bq@Jo@AUDW@u@LkA@YXeAJUJQn@q@Ve@t@eBVe@XgA@UNq@Fm@EmAGYg@qAMu@Qo@Go@o@oBWk@Yk@Yc@q@o@Ya@eBcBKQQM_@c@BWb@YlAiAPi@LUREBWCYKUy@cA_@aAOo@?YBWFW`@}@h@q@HSXe@^gA~@iBV{AHUJURE`@Uz@[NKx@_@RCT@RHl@t@d@Zh@RlBnAl@z@Vh@`@vALn@LRBTLRDRLPv@j@b@Vd@Lj@DtAF~@ITGd@Sb@YNOh@w@LSZcAV}ANq@Fo@`@{AJo@j@uAXaAr@mBBUZeAB_BAaBRaALQb@NZ^HRJj@Bp@GhA?n@Gl@KRSfAMRIRQRg@rAe@v@Qh@e@~@EREr@MfAEl@EVMl@i@pBWd@YzAITuApAQFg@DS?SDSA{@DSAqABmBCqAEyCG{BSqC]k@x@c@dAGT[`@u@jBm@rAFn@@VZb@r@nBp@xAhAvCLn@HRPp@\nB`@xAPfAIdDEn@GR?n@CTEVe@lBCXOl@UzAFfDCXBl@Al@Fr@?XM`AGfAGp@@XIl@Ar@Ir@Cl@IjAGfAJPf@HFXNLnA^?TIfAKn@GhB?dBCp@Hr@Cp@k@v@eBtBWb@]Zi@z@]ZiA~A,2,158.6,169.0,16.6,0.2,12028937621,83.2
45,2,Nike Run Club: Sunday Evening Run,10149.3,4064,4076,53.0,Run,Run,,11230742691,2024-04-21T09:53:40Z,2024-04-21T19:53:40Z,(GMT+10:00) Australia/Sydney,36000.0,,,,9,1,0,3,0,False,False,False,False,everyone,False,g16756291,"[-33.827901408076286, 151.08409417793155]","[-33.83040348999202, 151.0838826186955]",2.497,6.15,True,False,True,11999501120.0,5802d04c-0b64-45d8-bfd8-7c6a6ab72355.fit,False,4,0,False,94091899,1,a11230742691,tymmEq{cy[]]Sk@OQe@O_@YeB_@_BWi@MUAa@Wy@YSMe@Oe@UkA]MPEXMRFTt@b@bBpALNpBvA~@x@t@f@`@^rAdAZ^p@d@pAhAhAt@ZZb@VPD`@RFUBW?cANKGp@ExBQfAQn@_@`A_E|HQh@MPY|@[~@e@|@[`@_@`ASGIQu@k@c@Q[Li@E_@Yq@o@QEMLc@pAMLMMSNGPSD_ByAa@[e@WIP@TKhA@VMfABVz@f@Z^@UHSBt@LRRD`@Pr@f@Z\JTtBvAHPDRb@Rb@XNLRLPJBVPHb@^d@TFTn@n@NLTFl@l@b@VJTPNhAn@j@l@RJHNr@h@b@TRCR@LTGTJP^\d@Lr@f@LPl@n@THZZHT`@Z`@R`@\bBn@f@Fz@Az@Mz@Y^YTG`@[HSNQf@}@h@qANMf@qANOVc@DW\c@LMXg@rAaBJQn@o@^WNQf@Od@]\YZc@`Ay@g@IESAW?WHk@BeEDSFq@AgA@q@BYLm@?Yj@q@LMpA@hBHnCBjCFd@Hh@Af@Jd@?x@Fd@Hf@@PMJeAPKb@BREf@HbBCx@Fz@AfBFRCTBRA|@J|@PpACt@Fj@E`AFx@@TCb@Bh@QpABNGKOa@}@MQ_@_AOQi@sAWe@Wo@OQGSaAoBqBg@_BAwBMU@SEe@DSCc@@e@DeB[y@Ac@GmCOk@BmAVk@B}@CoASg@AyBPi@Ak@IOKOMq@kAU@SCg@QOK{@Qy@MmAc@MOy@]Q@ORCl@Ml@KjAIR_HQ{@?wDQS@{@G}@@QIDeAD[ESSFSEy@BQCaABi@CUBy@Ci@NsAQqAKe@MIR?TIl@?n@Et@OdAOl@[~@e@r@GTcAlBIRQTIVs@tA]~@Wf@EVm@rAORETMPChAMVOHs@o@aAg@`@?OKqAY_@YQG]e@g@EOp@c@v@UIMPSBu@e@MQOK_@_@w@[IP@XCjAMl@AVBl@bAt@RCFm@FURi@Zg@p@k@R@NH`@]^{@LORKLUNJXd@PNFRl@l@v@Vp@`@PIVi@POh@w@~@}BTc@LORi@Ze@t@_BNSFUj@iANODU^y@Rk@Lo@NiAHqAAY?u@VIj@Lb@D,2,144.3,164.0,14.2,1.2,11999501120,79.9
46,2,Evening Run with the Fellas,9268.2,3698,3698,0.0,Run,Run,,11202528034,2024-04-14T08:39:00Z,2024-04-14T08:39:00Z,(GMT+00:00) GMT,0.0,,,,0,0,0,1,0,False,False,True,False,everyone,False,g16756291,[],[],2.506,0.0,False,False,False,,,False,0,0,False,94091899,1,a11202528034,,2,,,,,,
